Date,Close
6/4/2010,4472.399902
6/7/2010,4350.700195
6/8/2010,4401.200195
6/9/2010,4402.600098
6/10/2010,4448.399902
6/11/2010,4516.5
6/15/2010,4517.600098
6/17/2010,4547
6/18/2010,4574.100098
6/21/2010,4632.700195
6/22/2010,4581.299805
6/23/2010,4509.399902
6/24/2010,4504.100098
6/25/2010,4439.399902
6/28/2010,4409.700195
6/29/2010,4370.600098
6/30/2010,4324.799805
7/1/2010,4262.700195
7/2/2010,4264.899902
7/5/2010,4250.600098
7/6/2010,4299.700195
7/7/2010,4277.799805
7/8/2010,4374.100098
7/9/2010,4414.5
7/12/2010,4429.5
7/13/2010,4400
7/14/2010,4477.299805
7/15/2010,4456.700195
7/16/2010,4437
7/19/2010,4372.700195
7/20/2010,4418.700195
7/21/2010,4428.700195
7/22/2010,4394.799805
7/23/2010,4475.100098
7/26/2010,4504.399902
7/27/2010,4513.899902
7/28/2010,4542.100098
7/29/2010,4536.200195
7/30/2010,4507.399902
8/2/2010,4554.399902
8/3/2010,4586.5
8/4/2010,4559.700195
8/5/2010,4584.899902
8/6/2010,4586.299805
8/9/2010,4615.600098
8/10/2010,4563
8/11/2010,4479.600098
8/12/2010,4422.399902
8/13/2010,4480.899902
8/16/2010,4465.399902
8/17/2010,4503.200195
8/18/2010,4503.899902
8/19/2010,4509.600098
8/20/2010,4462.100098
8/23/2010,4460.5
8/24/2010,4418.399902
8/25/2010,4356.600098
8/26/2010,4389.399902
8/27/2010,4404.100098
8/30/2010,4483.100098
8/31/2010,4438.799805
9/1/2010,4526.799805
9/2/2010,4563
9/3/2010,4577.600098
9/6/2010,4615.700195
9/7/2010,4613
9/8/2010,4578.299805
9/9/2010,4621.299805
9/10/2010,4600.700195
9/13/2010,4654.200195
9/14/2010,4669.100098
9/15/2010,4702.700195
9/16/2010,4650
9/17/2010,4685.100098
9/20/2010,4677.100098
9/21/2010,4664.899902
9/22/2010,4674.700195
9/23/2010,4680
9/24/2010,4651.5
9/27/2010,4722.200195
9/28/2010,4717
9/29/2010,4694
9/30/2010,4636.899902
10/1/2010,4634.700195
10/4/2010,4678.399902
10/5/2010,4660.600098
10/6/2010,4738
10/7/2010,4746.200195
10/8/2010,4740.5
10/11/2010,4762.100098
10/12/2010,4686.299805
10/13/2010,4691.100098
10/14/2010,4765.899902
10/15/2010,4758.200195
10/18/2010,4723.399902
10/19/2010,4727.299805
10/20/2010,4694.5
10/21/2010,4696.399902
10/22/2010,4719.600098
10/25/2010,4780.600098
10/26/2010,4761.5
10/27/2010,4720.5
10/28/2010,4752.799805
10/29/2010,4733.399902
11/1/2010,4770.899902
11/2/2010,4773.200195
11/3/2010,4793.799805
11/4/2010,4817.5
11/5/2010,4872.899902
11/8/2010,4855.299805
11/9/2010,4820.799805
11/10/2010,4779.5
11/11/2010,4810.299805
11/12/2010,4778.799805
11/15/2010,4773.299805
11/16/2010,4782.799805
11/17/2010,4705.100098
11/18/2010,4722.799805
11/19/2010,4717.700195
11/22/2010,4731.799805
11/23/2010,4676.899902
11/24/2010,4673.200195
11/25/2010,4683.299805
11/26/2010,4690.200195
11/29/2010,4706.700195
11/30/2010,4676.399902
12/1/2010,4676.799805
12/2/2010,4761.799805
12/3/2010,4780.100098
12/6/2010,4779.399902
12/7/2010,4816
12/8/2010,4791.700195
12/9/2010,4827.5
12/10/2010,4830
12/13/2010,4841.200195
12/14/2010,4850.899902
12/15/2010,4853.399902
12/16/2010,4868.799805
12/17/2010,4853
12/20/2010,4829.200195
12/21/2010,4862.5
12/22/2010,4869.600098
12/23/2010,4888.200195
12/24/2010,4868.299805
12/29/2010,4871.600098
12/30/2010,4886.700195
12/31/2010,4846.899902
1/4/2011,4849.5
1/5/2011,4820.899902
1/6/2011,4831.100098
1/7/2011,4812
1/10/2011,4818.700195
1/11/2011,4814.899902
1/12/2011,4831.899902
1/13/2011,4901.5
1/14/2011,4908.600098
1/17/2011,4872.600098
1/18/2011,4911.600098
1/19/2011,4944.200195
1/20/2011,4892
1/21/2011,4860.899902
1/24/2011,4888.100098
1/25/2011,4909
1/27/2011,4907
1/28/2011,4872.5
1/31/2011,4850
2/1/2011,4852
2/2/2011,4897.899902
2/3/2011,4919.299805
2/4/2011,4958.799805
2/7/2011,4964.299805
2/8/2011,4983.100098
2/9/2011,4995.100098
2/10/2011,5001.700195
2/11/2011,4970.600098
2/14/2011,5023.399902
2/15/2011,5019.399902
2/16/2011,5018.600098
2/17/2011,5026
2/18/2011,5026.100098
2/21/2011,4990.899902
2/22/2011,4947.299805
2/23/2011,4935.600098
2/24/2011,4901.100098
2/25/2011,4924.899902
2/28/2011,4923.600098
3/1/2011,4920.399902
3/2/2011,4898.299805
3/3/2011,4902.799805
3/4/2011,4958.600098
3/7/2011,4895.899902
3/8/2011,4902.5
3/9/2011,4863.200195
3/10/2011,4791.299805
3/11/2011,4734.799805
3/14/2011,4710.100098
3/15/2011,4609.899902
3/16/2011,4644
3/17/2011,4638.399902
3/18/2011,4715.799805
3/21/2011,4734.100098
3/22/2011,4737.700195
3/23/2011,4746.5
3/24/2011,4794.200195
3/25/2011,4840.299805
3/28/2011,4831.899902
3/29/2011,4851.200195
3/30/2011,4912.700195
3/31/2011,4928.600098
4/1/2011,4954.600098
4/4/2011,4984.700195
4/5/2011,4998.600098
4/6/2011,5011.399902
4/7/2011,5005.5
4/8/2011,5036.5
4/11/2011,5064.899902
4/12/2011,4990.200195
4/13/2011,4999.600098
4/14/2011,4972.399902
4/15/2011,4939.299805
4/18/2011,4945.399902
4/19/2011,4874.299805
4/20/2011,4940.200195
4/21/2011,4995.700195
4/27/2011,4954
4/28/2011,4952.299805
4/29/2011,4899
5/2/2011,4896.200195
5/3/2011,4854.700195
5/4/2011,4813.799805
5/5/2011,4828.899902
5/6/2011,4816.100098
5/9/2011,4831.700195
5/10/2011,4803.600098
5/11/2011,4858.200195
5/12/2011,4776.600098
5/13/2011,4787.299805
5/16/2011,4724.200195
5/17/2011,4753
5/18/2011,4765.299805
5/19/2011,4828.200195
5/20/2011,4807.700195
5/23/2011,4722.899902
5/24/2011,4708.299805
5/25/2011,4661.600098
5/26/2011,4735.100098
5/27/2011,4760.299805
5/30/2011,4746.100098
5/31/2011,4788.899902
6/1/2011,4788.600098
6/2/2011,4683.200195
6/3/2011,4666.600098
6/6/2011,4648.700195
6/7/2011,4641.100098
6/8/2011,4608.700195
6/9/2011,4621.700195
6/10/2011,4634.899902
6/14/2011,4651.100098
6/15/2011,4635.399902
6/16/2011,4546.700195
6/17/2011,4551.100098
6/20/2011,4512.5
6/21/2011,4565.200195
6/22/2011,4590.799805
6/23/2011,4561.399902
6/24/2011,4565
6/27/2011,4513.799805
6/28/2011,4523.200195
6/29/2011,4579.799805
6/30/2011,4659.799805
7/1/2011,4647.899902
7/4/2011,4670.399902
7/5/2011,4656.899902
7/6/2011,4663.600098
7/7/2011,4666.100098
7/8/2011,4716
7/11/2011,4646.799805
7/12/2011,4563.5
7/13/2011,4583.200195
7/14/2011,4561.299805
7/15/2011,4542.700195
7/18/2011,4539.899902
7/19/2011,4539.399902
7/20/2011,4618.399902
7/21/2011,4626.200195
7/22/2011,4674.100098
7/25/2011,4603.799805
7/26/2011,4646.299805
7/27/2011,4612.600098
7/28/2011,4539.200195
7/29/2011,4500.5
8/1/2011,4573.100098
8/2/2011,4510.299805
8/3/2011,4408.299805
8/4/2011,4352.899902
8/5/2011,4169.700195
8/8/2011,4056.699951
8/9/2011,4096.700195
8/10/2011,4207.399902
8/11/2011,4203.5
8/12/2011,4237.899902
8/15/2011,4346.799805
8/16/2011,4317.299805
8/17/2011,4371.799805
8/18/2011,4319.399902
8/19/2011,4171.899902
8/22/2011,4150.799805
8/23/2011,4239.799805
8/24/2011,4235.700195
8/25/2011,4280.5
8/26/2011,4271
8/29/2011,4333.700195
8/30/2011,4341.399902
8/31/2011,4369.899902
9/1/2011,4382.700195
9/2/2011,4321.5
9/5/2011,4224.200195
9/6/2011,4160.700195
9/7/2011,4262.899902
9/8/2011,4269.799805
9/9/2011,4277.399902
9/12/2011,4125.100098
9/13/2011,4158.399902
9/14/2011,4090.399902
9/15/2011,4153.200195
9/16/2011,4229.899902
9/19/2011,4164.100098
9/20/2011,4124.799805
9/21/2011,4153.600098
9/22/2011,4044.699951
9/23/2011,3978.5
9/26/2011,3927.600098
9/27/2011,4063.5
9/28/2011,4097.700195
9/29/2011,4067.899902
9/30/2011,4070.100098
10/3/2011,3960.699951
10/4/2011,3935.600098
10/5/2011,3992.5
10/6/2011,4132.100098
10/7/2011,4225
10/10/2011,4262.299805
10/11/2011,4288.799805
10/12/2011,4266.399902
10/13/2011,4306
10/14/2011,4269
10/17/2011,4337.899902
10/18/2011,4249.5
10/19/2011,4274.799805
10/20/2011,4206.799805
10/21/2011,4203.399902
10/24/2011,4313.600098
10/25/2011,4287.700195
10/26/2011,4300.799805
10/27/2011,4403.899902
10/28/2011,4411.399902
10/31/2011,4360.5
11/1/2011,4297.200195
11/2/2011,4251.299805
11/3/2011,4237.5
11/4/2011,4342.5
11/7/2011,4335.299805
11/8/2011,4356.700195
11/9/2011,4406.200195
11/10/2011,4307.299805
11/11/2011,4358.600098
11/14/2011,4369.100098
11/15/2011,4351.5
11/16/2011,4313.799805
11/17/2011,4324.100098
11/18/2011,4246.700195
11/21/2011,4233.600098
11/22/2011,4204.200195
11/23/2011,4125.799805
11/24/2011,4115.299805
11/25/2011,4057.600098
11/28/2011,4125.799805
11/29/2011,4167.299805
11/30/2011,4184.700195
12/1/2011,4288.100098
12/2/2011,4346.299805
12/5/2011,4379.5
12/6/2011,4321.600098
12/7/2011,4351.299805
12/8/2011,4338.899902
12/9/2011,4264.100098
12/12/2011,4311.399902
12/13/2011,4251.700195
12/14/2011,4249.799805
12/15/2011,4197.799805
12/16/2011,4218.799805
12/19/2011,4113.899902
12/20/2011,4107.100098
12/21/2011,4190.200195
12/22/2011,4142.200195
12/23/2011,4192.100098
12/28/2011,4141.700195
12/29/2011,4123.100098
12/30/2011,4111
1/3/2012,4155.200195
1/4/2012,4239.5
1/5/2012,4196.600098
1/6/2012,4164.5
1/9/2012,4161.5
1/10/2012,4206.600098
1/11/2012,4242.899902
1/12/2012,4238.399902
1/13/2012,4255.399902
1/16/2012,4208.899902
1/17/2012,4277.700195
1/18/2012,4280.600098
1/19/2012,4278.600098
1/20/2012,4303
1/23/2012,4287.600098
1/24/2012,4286.399902
1/25/2012,4329.100098
1/27/2012,4348.5
1/30/2012,4334.399902
1/31/2012,4325.700195
2/1/2012,4291
2/2/2012,4333.200195
2/3/2012,4320.100098
2/6/2012,4364.600098
2/7/2012,4344.899902
2/8/2012,4363.700195
2/9/2012,4357.100098
2/10/2012,4322.600098
2/13/2012,4359.399902
2/14/2012,4318.899902
2/15/2012,4327.399902
2/16/2012,4257.200195
2/17/2012,4273.299805
2/20/2012,4332.799805
2/21/2012,4368.200195
2/22/2012,4372.100098
2/23/2012,4367.5
2/24/2012,4389
2/27/2012,4354.5
2/28/2012,4351.200195
2/29/2012,4388.100098
3/1/2012,4346
3/2/2012,4364.100098
3/5/2012,4354.200195
3/6/2012,4295.5
3/7/2012,4234.399902
3/8/2012,4262.200195
3/9/2012,4300.5
3/12/2012,4288.200195
3/13/2012,4336.5
3/14/2012,4375.600098
3/15/2012,4366.899902
3/16/2012,4364.700195
3/19/2012,4381.200195
3/20/2012,4365.600098
3/21/2012,4347
3/22/2012,4364.899902
3/23/2012,4360.700195
3/26/2012,4355.200195
3/27/2012,4391.600098
3/28/2012,4431.5
3/29/2012,4422
3/30/2012,4420
4/2/2012,4416.399902
4/3/2012,4424.399902
4/4/2012,4418.899902
4/5/2012,4402.299805
4/10/2012,4373.700195
4/11/2012,4327.299805
4/12/2012,4361.700195
4/13/2012,4404.200195
4/16/2012,4382.5
4/17/2012,4368.799805
4/18/2012,4427.200195
4/19/2012,4441.299805
4/20/2012,4444.399902
4/23/2012,4430.299805
4/24/2012,4433.899902
4/26/2012,4445
4/27/2012,4433.399902
4/30/2012,4467.200195
5/1/2012,4497.299805
5/2/2012,4504.799805
5/3/2012,4494.5
5/4/2012,4459.399902
5/7/2012,4361.600098
5/8/2012,4375.899902
5/9/2012,4332.200195
5/10/2012,4353.799805
5/11/2012,4342.700195
5/14/2012,4351.899902
5/15/2012,4316.299805
5/16/2012,4214.700195
5/17/2012,4208.5
5/18/2012,4098.799805
5/21/2012,4124.399902
5/22/2012,4173.5
5/23/2012,4118.799805
5/24/2012,4106.200195
5/25/2012,4081.199951
5/28/2012,4120.200195
5/29/2012,4168.200195
5/30/2012,4148.700195
5/31/2012,4133.700195
6/1/2012,4116.899902
6/4/2012,4033.399902
6/5/2012,4092.399902
6/6/2012,4104.700195
6/7/2012,4156.700195
6/8/2012,4111.200195
6/12/2012,4118.299805
6/13/2012,4111.5
6/14/2012,4089.800049
6/15/2012,4107
6/18/2012,4183.899902
6/19/2012,4167.399902
6/20/2012,4176.799805
6/21/2012,4133.700195
6/22/2012,4093.800049
6/25/2012,4072
6/26/2012,4056.300049
6/27/2012,4084
6/28/2012,4085.600098
6/29/2012,4135.5
7/2/2012,4172.5
7/3/2012,4166.399902
7/4/2012,4213.799805
7/5/2012,4209.899902
7/6/2012,4199
7/9/2012,4159.799805
7/10/2012,4137.899902
7/11/2012,4135
7/12/2012,4106
7/13/2012,4118.299805
7/16/2012,4143.200195
7/17/2012,4175.299805
7/18/2012,4156.399902
7/19/2012,4236.399902
7/20/2012,4230.600098
7/23/2012,4159.200195
7/24/2012,4161.200195
7/25/2012,4151.399902
7/26/2012,4173.799805
7/27/2012,4234.399902
7/30/2012,4266.899902
7/31/2012,4289.399902
8/1/2012,4282.700195
8/2/2012,4290.100098
8/3/2012,4243
8/6/2012,4292.899902
8/7/2012,4311.399902
8/8/2012,4332.899902
8/9/2012,4330.100098
8/10/2012,4302.799805
8/13/2012,4309.5
8/14/2012,4317.399902
8/15/2012,4307
8/16/2012,4353.5
8/17/2012,4393.799805
8/20/2012,4391.899902
8/21/2012,4410.799805
8/22/2012,4403.299805
8/23/2012,4411.799805
8/24/2012,4376.5
8/27/2012,4372.899902
8/28/2012,4387
8/29/2012,4381.5
8/30/2012,4340.200195
8/31/2012,4339
9/3/2012,4351.600098
9/4/2012,4325.5
9/5/2012,4297.700195
9/6/2012,4331.600098
9/7/2012,4348.799805
9/10/2012,4358
9/11/2012,4348.299805
9/12/2012,4383.100098
9/13/2012,4359.799805
9/14/2012,4410.200195
9/17/2012,4421.799805
9/18/2012,4417.799805
9/19/2012,4440.399902
9/20/2012,4419.799805
9/21/2012,4430.799805
9/24/2012,4409.200195
9/25/2012,4395.5
9/26/2012,4382.5
9/27/2012,4402.799805
9/28/2012,4406.299805
10/1/2012,4408.299805
10/2/2012,4451.899902
10/3/2012,4458.799805
10/4/2012,4472.600098
10/5/2012,4513.799805
10/8/2012,4502
10/9/2012,4526.600098
10/10/2012,4511.899902
10/11/2012,4505.200195
10/12/2012,4510.100098
10/15/2012,4505.5
10/16/2012,4513.899902
10/17/2012,4550.899902
10/18/2012,4580.899902
10/19/2012,4593.5
10/22/2012,4564.600098
10/23/2012,4568
10/24/2012,4530.600098
10/25/2012,4533.5
10/26/2012,4496.299805
10/29/2012,4499.399902
10/30/2012,4505.700195
10/31/2012,4535.399902
11/1/2012,4479.899902
11/2/2012,4483.299805
11/5/2012,4493.600098
11/6/2012,4503.700195
11/7/2012,4534.200195
11/8/2012,4502.200195
11/9/2012,4482.5
11/12/2012,4469.899902
11/13/2012,4404.200195
11/14/2012,4410.700195
11/15/2012,4370.600098
11/16/2012,4360.100098
11/19/2012,4382.600098
11/20/2012,4407.5
11/21/2012,4390.700195
11/22/2012,4432.399902
11/23/2012,4431.5
11/26/2012,4443.5
11/27/2012,4473.399902
11/28/2012,4462.600098
11/29/2012,4490.100098
11/30/2012,4518
12/3/2012,4540
12/4/2012,4511.799805
12/5/2012,4528
12/6/2012,4515.700195
12/7/2012,4555.899902
12/10/2012,4562.399902
12/11/2012,4581.299805
12/12/2012,4591.799805
12/13/2012,4592.899902
12/14/2012,4595.100098
12/17/2012,4588
12/18/2012,4610.5
12/19/2012,4633.200195
12/20/2012,4646.600098
12/21/2012,4635.200195
12/24/2012,4645.600098
12/27/2012,4661.399902
12/28/2012,4685.299805
12/31/2012,4664.600098
1/2/2013,4722.899902
1/3/2013,4761.399902
1/4/2013,4742.899902
1/7/2013,4738.100098
1/8/2013,4712.299805
1/9/2013,4730.100098
1/10/2013,4745.200195
1/11/2013,4733.799805
1/14/2013,4745.700195
1/15/2013,4743
1/16/2013,4765
1/17/2013,4779.700195
1/18/2013,4794.700195
1/21/2013,4802.200195
1/22/2013,4802.899902
1/23/2013,4812.100098
1/24/2013,4833.799805
1/25/2013,4858.899902
1/29/2013,4910.799805
1/30/2013,4919.100098
1/31/2013,4901
2/1/2013,4941.899902
2/4/2013,4929.100098
2/5/2013,4902.600098
2/6/2013,4940.5
2/7/2013,4955.799805
2/8/2013,4989.399902
2/11/2013,4980.299805
2/12/2013,4981.5
2/13/2013,5024.5
2/14/2013,5057.200195
2/15/2013,5054.600098
2/18/2013,5082.899902
2/19/2013,5101
2/20/2013,5114.399902
2/21/2013,4998.600098
2/22/2013,5036.700195
2/25/2013,5072.700195
2/26/2013,5021.799805
2/27/2013,5053.100098
2/28/2013,5120.399902
3/1/2013,5100.899902
3/4/2013,5028.5
3/5/2013,5088.100098
3/6/2013,5130.899902
3/7/2013,5123.100098
3/8/2013,5137.5
3/11/2013,5160
3/12/2013,5128.600098
3/13/2013,5104.399902
3/14/2013,5043.799805
3/15/2013,5129.299805
3/18/2013,5027.399902
3/19/2013,5004.399902
3/20/2013,4982.600098
3/21/2013,4976.799805
3/22/2013,4980.799805
3/25/2013,5001.5
3/26/2013,4964.700195
3/27/2013,5007
3/28/2013,4979.899902
4/2/2013,4995.5
4/3/2013,4966.399902
4/4/2013,4919.299805
4/5/2013,4899.200195
4/8/2013,4912.700195
4/9/2013,4980.200195
4/10/2013,4973.700195
4/11/2013,5010.299805
4/12/2013,5016
4/15/2013,4966.799805
4/16/2013,4944.100098
4/17/2013,4993.600098
4/18/2013,4911.299805
4/19/2013,4923
4/22/2013,4955.399902
4/23/2013,5002.600098
4/24/2013,5084.200195
4/26/2013,5082.700195
4/29/2013,5108.299805
4/30/2013,5168.600098
5/1/2013,5144
5/2/2013,5104.100098
5/3/2013,5105.399902
5/6/2013,5133.799805
5/7/2013,5122.700195
5/8/2013,5177.899902
5/9/2013,5180.600098
5/10/2013,5191.100098
5/13/2013,5194.799805
5/14/2013,5202.5
5/15/2013,5173.299805
5/16/2013,5144.200195
5/17/2013,5159.799805
5/20/2013,5185.399902
5/21/2013,5156.200195
5/22/2013,5142.100098
5/23/2013,5040.799805
5/24/2013,4964.299805
5/27/2013,4938.600098
5/28/2013,4950.600098
5/29/2013,4959.200195
5/30/2013,4917.100098
5/31/2013,4914
6/3/2013,4873.700195
6/4/2013,4886.700195
6/5/2013,4825.200195
6/6/2013,4771.799805
6/7/2013,4729.299805
6/11/2013,4748.899902
6/12/2013,4716.100098
6/13/2013,4684.899902
6/14/2013,4775.5
6/17/2013,4805
6/18/2013,4794.600098
6/19/2013,4841.799805
6/20/2013,4743.899902
6/21/2013,4723.799805
6/24/2013,4651.100098
6/25/2013,4633.5
6/26/2013,4707.799805
6/27/2013,4784.799805
6/28/2013,4775.399902
7/1/2013,4689.700195
7/2/2013,4810.299805
7/3/2013,4727.799805
7/4/2013,4781
7/5/2013,4826.399902
7/8/2013,4797.600098
7/9/2013,4866.5
7/10/2013,4885.399902
7/11/2013,4946.899902
7/12/2013,4957.5
7/15/2013,4965.600098
7/16/2013,4968.600098
7/17/2013,4966.5
7/18/2013,4976.899902
7/19/2013,4959.399902
7/22/2013,4988.899902
7/23/2013,5004.600098
7/24/2013,5021.799805
7/25/2013,5018.299805
7/26/2013,5023.799805
7/29/2013,5027.899902
7/30/2013,5026.299805
7/31/2013,5035.700195
8/1/2013,5047.100098
8/2/2013,5098.700195
8/5/2013,5093.799805
8/6/2013,5088
8/7/2013,4996.600098
8/8/2013,5047.100098
8/9/2013,5038.799805
8/12/2013,5094.100098
8/13/2013,5141.600098
8/14/2013,5141
8/15/2013,5136.700195
8/16/2013,5100.100098
8/19/2013,5102.299805
8/20/2013,5068.799805
8/21/2013,5090.299805
8/22/2013,5066.700195
8/23/2013,5115.200195
8/26/2013,5127.100098
8/27/2013,5130.799805
8/28/2013,5077.899902
8/29/2013,5083.100098
8/30/2013,5125.299805
9/2/2013,5178
9/3/2013,5188.899902
9/4/2013,5156.5
9/5/2013,5138.399902
9/6/2013,5144
9/9/2013,5179.399902
9/10/2013,5198.899902
9/11/2013,5230.600098
9/12/2013,5238.200195
9/13/2013,5214.700195
9/16/2013,5241.700195
9/17/2013,5245.200195
9/18/2013,5230.399902
9/19/2013,5288.600098
9/20/2013,5270.799805
9/23/2013,5245.799805
9/24/2013,5229.5
9/25/2013,5270.100098
9/26/2013,5288.200195
9/27/2013,5302.299805
9/30/2013,5217.700195
10/1/2013,5206.299805
10/2/2013,5214.899902
10/3/2013,5232
10/4/2013,5205.899902
10/7/2013,5160.600098
10/8/2013,5148.100098
10/9/2013,5151.600098
10/10/2013,5146.200195
10/11/2013,5228.799805
10/14/2013,5206.5
10/15/2013,5259.200195
10/16/2013,5264.399902
10/17/2013,5281.899902
10/18/2013,5321
10/21/2013,5351.5
10/22/2013,5371.200195
10/23/2013,5356.799805
10/24/2013,5373.700195
10/25/2013,5385.700195
10/28/2013,5437.299805
10/29/2013,5410.700195
10/30/2013,5425.399902
10/31/2013,5420.299805
11/1/2013,5406.5
11/4/2013,5384.200195
11/5/2013,5425.700195
11/6/2013,5426
11/7/2013,5415.399902
11/8/2013,5394.399902
11/11/2013,5380.799805
11/12/2013,5386.799805
11/13/2013,5317.5
11/14/2013,5352
11/15/2013,5396.200195
11/18/2013,5377.899902
11/19/2013,5347.799805
11/20/2013,5304.600098
11/21/2013,5284.299805
11/22/2013,5330.299805
11/25/2013,5346.100098
11/26/2013,5350.600098
11/27/2013,5324.899902
11/28/2013,5326.600098
11/29/2013,5314.299805
12/2/2013,5273.5
12/3/2013,5249.600098
12/4/2013,5267.5
12/5/2013,5196.899902
12/6/2013,5186
12/9/2013,5148.399902
12/10/2013,5146.200195
12/11/2013,5109.5
12/12/2013,5069.200195
12/13/2013,5101.5
12/16/2013,5093.100098
12/17/2013,5106.100098
12/18/2013,5099.299805
12/19/2013,5202
12/20/2013,5261.5
12/23/2013,5291.5
12/24/2013,5325.5
12/27/2013,5323.799805
12/30/2013,5358
12/31/2013,5353.100098
1/2/2014,5369.799805
1/3/2014,5351.799805
1/6/2014,5327.700195
1/7/2014,5318.799805
1/8/2014,5318.700195
1/9/2014,5327.5
1/10/2014,5316.299805
1/13/2014,5296.799805
1/14/2014,5219.799805
1/15/2014,5255.5
1/16/2014,5319.399902
1/17/2014,5316.399902
1/20/2014,5307.600098
1/21/2014,5342
1/22/2014,5331.299805
1/23/2014,5275.5
1/24/2014,5254.299805
1/28/2014,5188
1/29/2014,5240.600098
1/30/2014,5199.399902
1/31/2014,5205.100098
2/3/2014,5201.899902
2/4/2014,5114.100098
2/5/2014,5088.700195
2/6/2014,5147.399902
2/7/2014,5184.5
2/10/2014,5236.5
2/11/2014,5267.299805
2/12/2014,5319.799805
2/13/2014,5318.700195
2/14/2014,5366.899902
2/17/2014,5400.200195
2/18/2014,5402.200195
2/19/2014,5415.5
2/20/2014,5421.299805
2/21/2014,5449.399902
2/24/2014,5450.100098
2/25/2014,5444
2/26/2014,5447
2/27/2014,5421
2/28/2014,5415.399902
3/3/2014,5397.399902
3/4/2014,5411.700195
3/5/2014,5457.299805
3/6/2014,5459.700195
3/7/2014,5477
3/10/2014,5430.799805
3/11/2014,5429.299805
3/12/2014,5400.5
3/13/2014,5429.100098
3/14/2014,5347.100098
3/17/2014,5335.200195
3/18/2014,5360.200195
3/19/2014,5373
3/20/2014,5312.700195
3/21/2014,5354
3/24/2014,5362.100098
3/25/2014,5351
3/26/2014,5387.200195
3/27/2014,5359.700195
3/28/2014,5376.799805
3/31/2014,5403
4/1/2014,5394.899902
4/2/2014,5408.799805
4/3/2014,5415.700195
4/4/2014,5428.600098
4/7/2014,5416.100098
4/8/2014,5409.200195
4/9/2014,5460.299805
4/10/2014,5477.5
4/11/2014,5423.5
4/14/2014,5353.600098
4/15/2014,5380.299805
4/16/2014,5412.600098
4/17/2014,5444.799805
4/22/2014,5467.100098
4/23/2014,5502.200195
4/24/2014,5515.5
4/28/2014,5516.100098
4/29/2014,5466.899902
4/30/2014,5470.799805
5/1/2014,5430.399902
5/2/2014,5438.799805
5/5/2014,5443.399902
5/6/2014,5462.700195
5/7/2014,5419.100098
5/8/2014,5455.899902
5/9/2014,5442
5/12/2014,5429
5/13/2014,5475.399902
5/14/2014,5475.899902
5/15/2014,5490.200195
5/16/2014,5458.899902
5/19/2014,5390.299805
5/20/2014,5401.700195
5/21/2014,5403.899902
5/22/2014,5458.100098
5/23/2014,5470.299805
5/26/2014,5490.399902
5/27/2014,5490.799805
5/28/2014,5506.700195
5/29/2014,5499.200195
5/30/2014,5473.799805
6/2/2014,5499.200195
6/3/2014,5460.5
6/4/2014,5426.799805
6/5/2014,5419.700195
6/6/2014,5443.5
6/10/2014,5448.5
6/11/2014,5432.5
6/12/2014,5407.899902
6/13/2014,5383.700195
6/16/2014,5390.600098
6/17/2014,5380.700195
6/18/2014,5363.899902
6/19/2014,5446.399902
6/20/2014,5401.600098
6/23/2014,5432.700195
6/24/2014,5415.100098
6/25/2014,5386.799805
6/26/2014,5446.799805
